product_author,product_name
"Will Smith,Jeff Kinney,Mitch Albom,John Grisham,Diana Gabaldon,Paul McCartney,Ree Drummond,Andrea Beaty,Brian Kilmeade,Philipp Dettmer,Nikole Hannah-Jones,Rachel Campos-Duffy,Wizards RPG Team,Michael Connelly,Dav Pilkey,Robert F. Kennedy Jr.,David Graeber,Andrew Klavan,Emily Ratajkowski,Jonathan Karl,Andy Cohen,Babylon Bee,Peter Navarro,Eric Metaxas,Janet Evanovich,Colleen Hoover,Lee Child,Aaron Blabey,Barack Obama,Gary Larson,Rachel Smythe,James Patterson,Ken Follett,Sherri Duskey Rinker,Daniel Levy,Jory John,Louise Erdrich,Meg Quinn,Ben Patrick,Amir Tsarfati,Dan Jones,Dave Quinn,David Baldacci,Katie Couric,Minerva Siegel,Brené Brown,John McWhorter,Jane Goodall",
